id,orderId,userId,type,description,reportedAt,attachments,severity,status,resolvedAt,resolvedBy,issueRef
929b2f0a-c595-40c3-9f34-5414295f99cb,COM-98698,USR-8264,MauvaiseQualité,"frites un peu déchiré, mais acceptable.",2025-02-02 15:03:07,,faible,Résolu,2025-02-03 21:03:07,MOD-37,REF-404022
6d773047-4d0b-45a6-a0d9-d9fc3a125660,COM-69350,USR-5160,LivraisonRetard,"Commande arrivée 15 minutes en retard, expérience mitigée.",2025-03-22 15:03:07,image_6942.jpg,moyen,Résolu,2025-03-23 23:03:07,MOD-41,REF-910328
75eed408-bc87-4ac8-abb8-bb7bd056fc12,COM-82532,USR-5393,LivraisonRetard,"Attente de 1 heure, service à améliorer mais pas catastrophique.",2024-08-14 15:03:07,,moyen,Résolu,2024-08-15 19:03:07,MOD-6,REF-627831
888a7acd-324d-44bd-8985-57e95c3f07d9,COM-46818,USR-6498,HygieneProblème,"Petite anomalie d'hygiène dans tacos, à vérifier.",2025-07-01 15:03:07,image_2753.jpg,faible,Résolu,2025-07-03 01:03:07,MOD-16,REF-584161
9e59da5b-ea75-47ae-967f-605c00c18960,COM-43828,USR-7315,CommandeIncomplète,"Oubli de burger, expérience client médiocre.",2025-02-04 15:03:07,image_1641.jpg,élevé,Ouvert,,,REF-923353
16f6a885-3120-450e-be80-4bfed449bc2f,COM-35065,USR-1778,NourritureEndommagée,"Tout était gâté, situation scandaleuse et dangereuse !",2025-01-02 15:03:07,"image_7718.jpg,image_8025.jpg",élevé,Escaladé,,,REF-950955
feaee270-ba00-4f6f-aed2-2c8585103104,COM-58356,USR-3319,CommandeIncomplète,"Commande partielle, soupe non livré, frustrant.",2024-10-13 15:03:07,,moyen,Escaladé,,,REF-516741
87e77fac-e0de-4e89-9f96-be06fb202543,COM-21375,USR-6617,NourritureEndommagée,"pâtes légèrement sous-cuit, mais encore comestible.",2024-11-04 15:03:07,,moyen,Résolu,2024-11-04 21:03:07,MOD-17,REF-567793
563c88c6-3621-4871-b30e-12e732ae615d,COM-19088,USR-3310,ServiceClient,"Problème mineur avec le support, mais résolu.",2024-12-17 15:03:07,image_9493.jpg,élevé,Résolu,2024-12-17 22:03:07,MOD-21,REF-862186
ac37261d-472e-4116-9138-04d025c81236,COM-44572,USR-1909,CommandeErronée,"J'avais commandé salade, mais reçu pâtes, inacceptable !",2025-02-04 15:03:07,,moyen,Ouvert,,,REF-513992
6ac73194-98e4-4704-a4b7-9c18aec467cf,COM-98529,USR-9166,AllergèneNonSignale,"Allergène non mentionné dans boisson, très dangereux.",2025-04-16 15:03:07,image_6906.jpg,élevé,Ouvert,,,REF-348538
625a2f01-3d43-4cac-8bb8-a6eac6542ebb,COM-18794,USR-3501,ServiceClient,"Service client un peu lent, mais réponse acceptable.",2024-08-27 15:03:07,image_7313.jpg,élevé,Résolu,2024-08-29 15:03:07,MOD-30,REF-308256
c1836564-18db-431d-a110-7ad7b1a0bc6d,COM-88385,USR-9880,AllergèneNonSignale,"Légère erreur d'étiquetage pour riz, mais risqué.",2025-05-19 15:03:07,"image_1039.jpg,image_9809.jpg",faible,Escaladé,,,REF-631282
72e15356-26a9-4052-a8f9-8c9797253f62,COM-20318,USR-6238,CommandeIncomplète,"Commande partielle, pain non livré, frustrant.",2025-06-05 15:03:07,,moyen,Ouvert,,,REF-204279
edfcb0b2-2cbb-40ae-8d16-4d1d812a6c1a,COM-57588,USR-3485,HygieneProblème,"Présence de froid dans nuggets, totalement inacceptable !",2024-09-24 15:03:07,,moyen,Résolu,2024-09-24 20:03:07,MOD-3,REF-342798
3c5b3117-639c-4573-9296-2884a6e92ca4,COM-11473,USR-1411,LivraisonRetard,"Livraison en retard de 3 heures, qualité du service médiocre.",2024-08-22 15:03:07,,élevé,Escaladé,,,REF-604525
198928b3-e631-4855-8bfd-0a6d05b81719,COM-90697,USR-9657,HygieneProblème,"Hygiène de wrap légèrement compromise, mais acceptable.",2024-07-21 15:03:07,image_8614.jpg,moyen,Ouvert,,,REF-690208
f1dfae4b-6bc8-4839-a77b-9f267c9a5e82,COM-28389,USR-5232,RetardRemboursement,"Attente de remboursement pour sauce, très frustrant.",2024-11-14 15:03:07,image_7255.jpg,moyen,Ouvert,,,REF-547220
00ae2503-5132-420f-b784-309e89b8c653,COM-80562,USR-9638,ServiceClient,"Problème mineur avec le support, mais résolu.",2024-09-03 15:03:07,,moyen,Ouvert,,,REF-417587
364ed6fa-07bf-479b-86c2-6cd880c3eefe,COM-12669,USR-9043,ArticleManquant,"Erreur mineure, absence de salade mais repas correct.",2025-01-22 15:03:07,,moyen,Ouvert,,,REF-112132
43850f6f-d2e7-46ae-9d68-f5d46a445be3,COM-94086,USR-3299,CommandeErronée,"Mauvais article livré, wrap au lieu de sushi, agaçant.",2025-05-01 15:03:07,,moyen,Résolu,2025-05-02 20:03:07,MOD-37,REF-146199
f54849b4-45dd-4715-90bb-fd1b199a6737,COM-46712,USR-9777,CommandeErronée,"Commande erronée, reçu sauce au lieu de burger.",2024-11-08 15:03:07,,faible,Escaladé,,,REF-360984
e234acf9-4188-4ed8-ad29-4d00e3e1e757,COM-17004,USR-4405,CommandeErronée,"Erreur légère, livré glace mais j'avais demandé burger.",2025-01-11 15:03:07,,faible,Résolu,2025-01-12 01:03:07,MOD-28,REF-207290
0f830c78-44e7-43a2-8e53-8d1f842cca42,COM-81435,USR-6432,NourritureEndommagée,"Nourriture arrivée renversé, service déplorable.",2025-01-18 15:03:07,,faible,Ouvert,,,REF-410198
28f11f4f-323c-446b-a0eb-a97fe072704e,COM-84374,USR-1265,RetardRemboursement,"Retard mineur dans le remboursement, mais gênant.",2025-01-07 15:03:07,,moyen,Résolu,2025-01-08 18:03:07,MOD-17,REF-858565
74882d60-0cb5-415b-baa4-cb1a1fb5ca3a,COM-73730,USR-7714,CommandeIncomplète,"Pas reçu glace, remboursement ou livraison requis.",2025-07-01 15:03:07,image_5337.jpg,faible,Escaladé,,,REF-419590
4ad6e973-9853-4b50-8515-6a0483d88ca1,COM-51536,USR-9916,CommandeErronée,"Erreur légère, livré wrap mais j'avais demandé burger.",2025-02-23 15:03:07,,faible,Ouvert,,,REF-749268
04b71290-faaa-4041-a266-71c79fb25bdf,COM-56689,USR-6471,MauvaiseQualité,"glace avait un goût écrasé, absolument inacceptable !",2025-02-08 15:03:07,image_4522.jpg,élevé,Résolu,2025-02-09 18:03:07,MOD-29,REF-121167
0a06ef71-d66a-44ce-99ff-cdb1fc881f7d,COM-75414,USR-6517,AllergèneNonSignale,"Allergène non mentionné dans glace, très dangereux.",2025-01-25 15:03:07,,moyen,Ouvert,,,REF-361049
2ed05c9f-2edc-4185-a98d-e83c48da7aa0,COM-12799,USR-8836,CommandeIncomplète,"Manque de nuggets, résolution immédiate nécessaire.",2025-04-12 15:03:07,,faible,Résolu,2025-04-14 12:03:07,MOD-20,REF-618147
174aa890-fd5b-411e-8768-a12a30f9d781,COM-60409,USR-1814,ArticleManquant,"Pas reçu soupe, c'est inacceptable et agaçant !",2025-05-11 15:03:07,image_1795.jpg,élevé,Escaladé,,,REF-363363
00472bbe-550d-43ab-8505-7cc07afde491,COM-89469,USR-8102,ProblèmePaiement,"Facture erronée pour sushi, expérience désagréable.",2024-09-26 15:03:07,,faible,Escaladé,,,REF-926270
22f1d1fe-e485-424d-b9ae-36c7957a2bc3,COM-94953,USR-8993,NourritureEndommagée,"Commande livrée froid, qualité inacceptable.",2025-05-21 15:03:07,,moyen,Résolu,2025-05-23 14:03:07,MOD-3,REF-227243
974a86dd-4973-4c6a-9fe4-698c42c9f689,COM-78878,USR-1036,HygieneProblème,"pain avait un problème d'hygiène, service à améliorer.",2024-11-30 15:03:07,image_8644.jpg,moyen,Ouvert,,,REF-761094
ba86c372-51ff-4f15-9d86-775400458871,COM-93537,USR-8538,MauvaiseQualité,"burger était contaminé, je ne commanderai plus jamais !",2024-11-24 15:03:07,,élevé,Résolu,2024-11-25 02:03:07,MOD-45,REF-599309
173ed793-c25f-4f81-97b6-6063d6331150,COM-84478,USR-1464,EmballageDéfectueux,"Emballage défectueux, sauce écrasé et immangeable.",2024-12-08 15:03:07,,moyen,Escaladé,,,REF-822431
ba592863-a796-4d19-8243-57a2eeef729c,COM-16283,USR-9002,RetardRemboursement,"Remboursement pour nuggets un peu lent, pas grave.",2024-11-28 15:03:07,image_2049.jpg,élevé,Résolu,2024-11-30 05:03:07,MOD-11,REF-213728
04843be7-d6f2-412d-ac3d-85cf357cca76,COM-23898,USR-3997,CommandeIncomplète,"Manque de sauce, résolution immédiate nécessaire.",2025-02-24 15:03:07,,faible,Résolu,2025-02-24 23:03:07,MOD-41,REF-737917
71ecc401-e50f-4563-8d29-0abe82e11f03,COM-58893,USR-1501,NourritureEndommagée,"Nourriture arrivée surcuit, service déplorable.",2024-12-28 15:03:07,"image_8270.jpg,image_4239.jpg",faible,Ouvert,,,REF-649167
0e2610a3-9a7b-4657-95c9-764047f77b7b,COM-53770,USR-3436,EmballageDéfectueux,"Petit souci avec l'emballage de sauce, pas grave.",2025-06-16 15:03:07,,faible,Ouvert,,,REF-123442
5cd5013c-ffa5-40a9-bc96-74a7cbee857b,COM-27926,USR-3840,CommandeIncomplète,"Commande sans wrap, mais reste correct.",2024-11-13 15:03:07,image_4171.jpg,moyen,Résolu,2024-11-15 10:03:07,MOD-26,REF-334163
24787429-4479-4643-8f9a-f076458c05ae,COM-39757,USR-4417,CommandeErronée,"Commande partiellement incorrecte, pâtes au lieu de sauce.",2025-04-21 15:03:07,"image_5310.jpg,image_3553.jpg",moyen,Ouvert,,,REF-169428
9edbd0ce-dfbe-4b6e-8630-f01d5a4e680f,COM-73880,USR-6403,AllergèneNonSignale,"Etiquetage incomplet pour riz, expérience mitigée.",2024-10-30 15:03:07,"image_5169.jpg,image_8350.jpg",faible,Résolu,2024-10-31 07:03:07,MOD-31,REF-113614
9c565d91-157e-4272-b1dc-260d328d1250,COM-43574,USR-9715,HygieneProblème,"burger semblait déchiré, qualité douteuse.",2025-02-05 15:03:07,,faible,Ouvert,,,REF-827999
c592bfe0-c3e9-4033-89aa-98f637d48b47,COM-67600,USR-3854,NourritureEndommagée,"Commande un peu écrasé, qualité à améliorer.",2025-01-27 15:03:07,image_6271.jpg,moyen,Escaladé,,,REF-546325
dafe5274-4c92-4589-9f2a-6acb20219cda,COM-54179,USR-6848,ProblèmePaiement,"Problème de paiement mineur, mais service à améliorer.",2025-02-06 15:03:07,,moyen,Résolu,2025-02-07 18:03:07,MOD-30,REF-166422
685723df-f8fa-403a-8bba-feac2443739f,COM-92821,USR-6039,CommandeErronée,Erreur sur la commande : pizza à la place de soupe.,2025-05-10 15:03:07,"image_8671.jpg,image_9893.jpg",faible,Escaladé,,,REF-404914
2781a23b-0a12-4d36-a2c2-41df05cdda17,COM-63937,USR-9720,AllergèneNonSignale,"Absence d'étiquetage d'allergène pour pizza, inacceptable !",2025-06-03 15:03:07,,moyen,Résolu,2025-06-05 15:03:07,MOD-25,REF-428895
c2d3e920-dca5-4585-957f-e6dbddce08b9,COM-29023,USR-1425,EmballageDéfectueux,"Emballage défectueux, pâtes écrasé et immangeable.",2025-06-20 15:03:07,image_8579.jpg,moyen,Ouvert,,,REF-859043
a017e18d-7bd1-472d-9f39-17068aa8cbc9,COM-27465,USR-9704,ProblèmePaiement,"Facturation incorrecte pour sauce, vérification nécessaire.",2024-10-08 15:03:07,,moyen,Ouvert,,,REF-382502
74cccdb5-567b-49bf-86bb-ae1b6db30498,COM-22449,USR-1496,HygieneProblème,"Léger problème d'hygiène avec dessert, mais comestible.",2025-05-11 15:03:07,image_1885.jpg,moyen,Escaladé,,,REF-452484
55e92fb4-5fbd-487a-9d47-b718947d007c,COM-58807,USR-8952,AllergèneNonSignale,"Allergène non signalé dans glace, danger pour la santé !",2024-09-10 15:03:07,"image_1831.jpg,image_4043.jpg",élevé,Ouvert,,,REF-246562
eba032d8-0c87-4bb8-8da2-14dd6c07c259,COM-40571,USR-4610,AllergèneNonSignale,"Allergène non signalé dans soupe, à vérifier.",2024-12-03 15:03:07,,moyen,Résolu,2024-12-04 22:03:07,MOD-21,REF-125349
7770ed14-82ff-47f6-a02e-3f6e2650779b,COM-98142,USR-9623,EmballageDéfectueux,"Emballage de soupe un peu surcuit, qualité moyenne.",2024-11-26 15:03:07,image_8743.jpg,moyen,Escaladé,,,REF-295489
0c28a033-d059-4f13-8ec8-9a8634b0fd6a,COM-33641,USR-6630,ArticleManquant,"Manque de pâtes, résolution urgente nécessaire.",2025-07-04 15:03:07,image_8543.jpg,moyen,Résolu,2025-07-05 04:03:07,MOD-22,REF-304358
42a1b25b-68fa-4d35-94b5-5f88525c086c,COM-26501,USR-2736,ProblèmePaiement,"Léger souci de facturation, mais résolu rapidement.",2024-09-07 15:03:07,,moyen,Ouvert,,,REF-920085
b95046e4-163c-4e3b-967e-d3a4a3d231a2,COM-36215,USR-8302,NourritureEndommagée,"sushi était brûlé, expérience désastreuse.",2024-08-28 15:03:07,"image_1322.jpg,image_5686.jpg",moyen,Escaladé,,,REF-816166
fb5c79b2-8879-43a8-89e0-be0ec3b0d278,COM-23634,USR-2216,HygieneProblème,"Hygiène de sauce légèrement compromise, mais acceptable.",2025-03-19 15:03:07,,faible,Ouvert,,,REF-435003
0802428d-df7d-4804-9210-814817eed54a,COM-74646,USR-6435,HygieneProblème,"Nourriture contaminée par renversé, c'est scandaleux !",2025-02-04 15:03:07,,moyen,Résolu,2025-02-05 10:03:07,MOD-12,REF-167156
7328561b-c353-43d7-8f6f-9c67f737b32a,COM-19319,USR-9040,ProblèmePaiement,"Facture erronée pour tacos, expérience désagréable.",2025-03-23 15:03:07,"image_4970.jpg,image_3540.jpg",faible,Résolu,2025-03-24 04:03:07,MOD-49,REF-343855
df0e5329-9b25-484e-8217-db44a2037612,COM-44080,USR-9616,ProblèmePaiement,"Erreur de paiement, remboursement immédiat requis.",2024-08-21 15:03:07,"image_8079.jpg,image_5148.jpg",faible,Résolu,2024-08-22 01:03:07,MOD-40,REF-624919
85d25464-8110-44c4-a8cc-39ea9c031411,COM-36725,USR-3248,ArticleManquant,"Manque de riz, résolution urgente nécessaire.",2024-12-18 15:03:07,image_5579.jpg,faible,Résolu,2024-12-20 06:03:07,MOD-33,REF-287972
e3fd2108-5578-45ec-9053-890769401115,COM-22320,USR-2264,LivraisonRetard,"Attente de 3 heures, service à améliorer mais pas catastrophique.",2025-04-10 15:03:07,image_8211.jpg,élevé,Escaladé,,,REF-829623
ece2ea51-19e9-409a-85d7-1567f7245631,COM-91582,USR-2832,CommandeIncomplète,"Commande sans tacos, mais reste correct.",2025-04-17 15:03:07,,faible,Résolu,2025-04-18 01:03:07,MOD-26,REF-358384
d78efac1-82e5-4ede-b737-2eb17783e663,COM-35046,USR-7220,EmballageDéfectueux,"Problème d'emballage, sauce était contaminé, frustrant.",2025-06-13 15:03:07,,moyen,Résolu,2025-06-13 20:03:07,MOD-13,REF-687347
98b43539-8b3a-4bcf-9467-e0a1e285f2e3,COM-65280,USR-8797,RetardRemboursement,"Remboursement non traité, c'est scandaleux !",2024-12-15 15:03:07,image_1232.jpg,élevé,Résolu,2024-12-17 05:03:07,MOD-1,REF-842820
4a3d5629-c60f-49d1-aeae-a811360dfa98,COM-84609,USR-5171,ArticleManquant,"Pas reçu pizza, c'est inacceptable et agaçant !",2025-04-13 15:03:07,image_9987.jpg,moyen,Escaladé,,,REF-908187
b768de3c-8c51-40b1-802d-7fbd623044d4,COM-71540,USR-6430,LivraisonRetard,"La commande a été livrée avec 90 minutes de retard, nourriture froide et décevante.",2024-09-11 15:03:07,image_1897.jpg,moyen,Résolu,2024-09-12 05:03:07,MOD-5,REF-799879
6121af78-2c07-47a0-a982-e195497694bc,COM-47493,USR-9027,RetardRemboursement,"Problème avec le remboursement de glace, inacceptable.",2025-04-23 15:03:07,,moyen,Escaladé,,,REF-598006
446abbde-97fe-41c0-9ed2-be2b007f4312,COM-30358,USR-6412,CommandeIncomplète,"Commande incomplète, manque sushi, très décevant.",2025-03-20 15:03:07,,moyen,Escaladé,,,REF-259011
10c4107a-c607-4ad2-b95f-e65a8d91f607,COM-55104,USR-2164,ServiceClient,"Support client correct, mais pourrait être plus efficace.",2025-01-29 15:03:07,,faible,Résolu,2025-01-31 10:03:07,MOD-33,REF-680164
9bb60dd3-957f-4b57-bf52-50979873dfb9,COM-35153,USR-2600,CommandeIncomplète,"Manque de riz, résolution immédiate nécessaire.",2024-08-28 15:03:07,,faible,Escaladé,,,REF-563866
1040e1c9-00f4-4121-bb43-4b7159e9dd39,COM-70892,USR-3147,ArticleManquant,"glace oublié, léger problème mais acceptable.",2025-06-30 15:03:07,"image_4377.jpg,image_9150.jpg",moyen,Résolu,2025-07-01 10:03:07,MOD-7,REF-726376
a288afca-9b27-4da4-92a4-0e09cae7e0e7,COM-50570,USR-6360,HygieneProblème,"sauce contenait moisi, danger sanitaire grave.",2025-04-13 15:03:07,,moyen,Ouvert,,,REF-818335
