id,orderId,userId,type,description,reportedAt,attachments,severity,status,resolvedAt,resolvedBy,issueRef
1243469d-9e20-4c35-b843-8d0946d8efc3,ORD-20500,USR-1565,PoorQuality,"pasta was burnt, never ordering again.",6/5/2025 13:39,,high,Open,,,REF-581373
0f7db7fa-a787-4049-ba5a-d7c04df4c91a,ORD-70706,USR-3119,MissingItem,"Order incomplete, burger was not delivered.",8/15/2024 13:39,,low,Resolved,8/16/2024 23:39,MOD-14,REF-852368
f3948503-4f89-4e5d-a763-e9132ce929e1,ORD-98820,USR-1558,PoorQuality,"Food was burnt, not up to standard.",5/12/2025 13:39,"image_6445.jpg,image_6031.jpg",low,Escalated,,,REF-964176
db650f3d-9563-49cd-a0dc-966933492644,ORD-61540,USR-8195,MissingItem,"Order incomplete, pasta was not delivered.",2/19/2025 13:39,image_6262.jpg,low,Resolved,2/20/2025 12:39,MOD-12,REF-172595
c8ca90bc-863f-4b15-8dfe-9bea84929369,ORD-38697,USR-1041,WrongOrder,Received sandwich instead of pasta.,8/30/2024 13:39,,low,Open,,,REF-755426
fbbd8c11-8cbf-4277-a45a-72a8a5eb2c3d,ORD-26610,USR-4362,WrongOrder,"Delivered burger, but I wanted sandwich.",5/28/2025 13:39,"image_6657.jpg,image_2516.jpg",low,Open,,,REF-129813
6cca039b-258c-4511-95c2-5ba66fe96571,ORD-96451,USR-2591,MissingItem,"Order incomplete, burger was not delivered.",11/14/2024 13:39,"image_9525.jpg,image_5894.jpg",low,Escalated,,,REF-135109
d7f9f920-3d66-41bc-8a34-4bc49d773789,ORD-25956,USR-8951,LateDelivery,"Food was 90 minutes late, not happy with service.",7/9/2024 13:39,,medium,Open,,,REF-517505
595d4e5c-24d5-4858-8597-cdf0933e8bd2,ORD-62255,USR-2791,PoorQuality,"pizza was soggy, never ordering again.",3/29/2025 13:39,,high,Escalated,,,REF-993683
421ad2e1-2737-4486-b045-60408623f556,ORD-44564,USR-9336,PoorQuality,"Very poor quality salad, not edible.",4/12/2025 13:39,image_9611.jpg,low,Open,,,REF-366107
89d126a7-6432-483d-8ea8-7c4bf81a8643,ORD-82043,USR-4701,MissingItem,"Did not receive fries, need a refund.",7/7/2024 13:39,,low,Escalated,,,REF-378511
8dc3ec61-cf30-4454-a4fe-1509afdface7,ORD-70180,USR-2547,LateDelivery,"Delivery took 2 hours, completely unacceptable!",2/2/2025 13:39,,high,Escalated,,,REF-338186
9117fc30-db73-44c2-ad0d-1d5a8ebe1c37,ORD-24713,USR-8893,LateDelivery,"Food was 30 minutes late, not happy with service.",3/21/2025 13:39,image_1329.jpg,low,Open,,,REF-500945
6af30a2a-8e1b-4d63-8632-3a1d0307d003,ORD-50471,USR-7978,MissingItem,"Order incomplete, burger was not delivered.",5/14/2025 13:39,,low,Open,,,REF-982947
2b5b211d-41dc-4f1d-b9bd-7bd2757cc5ca,ORD-20758,USR-9861,MissingItem,"Did not receive pizza, need a refund.",8/30/2024 13:39,,low,Open,,,REF-515749
e4a0ac01-4035-4e95-86c4-b263c5ae3f6a,ORD-72387,USR-6937,DamagedFood,"Food was spoiled, totally inedible.",7/3/2024 13:39,image_7101.jpg,high,Open,,,REF-435209
6c200411-b26e-40fb-8a19-1d1fa0cd1037,ORD-97786,USR-5073,PoorQuality,"burger tasted tasteless, awful experience.",1/14/2025 13:39,,low,Escalated,,,REF-157518
08b2c3b8-a9d3-4a44-a153-40612262de93,ORD-80455,USR-4506,PoorQuality,"Food was soggy, not up to standard.",7/3/2024 13:39,,low,Resolved,7/5/2024 2:39,MOD-10,REF-399767
06c24e0f-36dc-45e0-ad50-59ea9bb3784c,ORD-25571,USR-7907,LateDelivery,"Waited 1 hour for my order, very frustrating.",2/11/2025 13:39,,medium,Open,,,REF-612293
ea1deebb-d562-4b0e-bf97-1bdeacdf8211,ORD-29714,USR-8758,LateDelivery,"Delivery took 2 hours, completely unacceptable!",10/17/2024 13:39,,high,Escalated,,,REF-753405
17e0c209-20fe-4e68-9cb5-b5db019ef95a,ORD-20806,USR-7037,DamagedFood,"Order was soggy, very disappointed.",5/27/2025 13:39,,medium,Escalated,,,REF-923868
ce20abfc-30b8-4e9f-99cc-e37f1296fb4b,ORD-67320,USR-9864,PoorQuality,"Food was soggy, not up to standard.",8/14/2024 13:39,image_5824.jpg,low,Open,,,REF-219020
7b3b83d6-993d-4c12-9543-81387b68e56f,ORD-84016,USR-9695,PoorQuality,"pasta tasted cold, awful experience.",8/13/2024 13:39,,low,Resolved,8/14/2024 8:39,MOD-14,REF-790684
21b921ef-120d-46f0-9880-a769f5b574fe,ORD-57212,USR-2563,MissingItem,"Did not receive sushi, need a refund.",1/22/2025 13:39,"image_8289.jpg,image_8219.jpg",low,Resolved,1/24/2025 7:39,MOD-15,REF-695182
b7be7d2b-63dc-4b80-abb9-c0040aa644e0,ORD-74234,USR-2337,WrongOrder,"I ordered burger, but got sandwich.",10/4/2024 13:39,,low,Open,,,REF-930909
9c09b204-9756-4919-a286-32ab03edbae0,ORD-34857,USR-7422,DamagedFood,"fries was cold, unacceptable quality.",11/3/2024 13:39,"image_4863.jpg,image_6652.jpg",high,Resolved,11/5/2024 11:39,MOD-12,REF-556233
93418106-918a-4374-95c0-a00e4c1c0a65,ORD-61351,USR-4991,PoorQuality,"Very poor quality pasta, not edible.",8/26/2024 13:39,image_5049.jpg,low,Open,,,REF-898879
928bbd18-1d04-4e23-82f0-012ce88f4ce3,ORD-97966,USR-4034,DamagedFood,"salad was tasteless, unacceptable quality.",5/12/2025 13:39,image_9369.jpg,high,Escalated,,,REF-583953
8565912a-bfc8-40ce-be7c-7b3c6d87168a,ORD-22026,USR-2385,DamagedFood,"fries arrived spoiled, need replacement.",7/28/2024 13:39,,high,Resolved,7/29/2024 20:39,MOD-6,REF-372544
feed2811-4bd2-4f46-a74f-c61c78f9f03e,ORD-86148,USR-4167,DamagedFood,"pasta arrived crushed, need replacement.",3/8/2025 13:39,,low,Resolved,3/8/2025 19:39,MOD-16,REF-462563
e45e8c38-da58-428c-be6f-a671c3b34510,ORD-89184,USR-7155,PoorQuality,"salad was spoiled, never ordering again.",12/26/2024 13:39,,high,Open,,,REF-796658
d9bf524a-811e-4f9c-ac2f-e41f5e057b59,ORD-22625,USR-8943,PoorQuality,"Food was soggy, not up to standard.",7/30/2024 13:39,,low,Escalated,,,REF-905938
5315ee2c-27a8-49df-bdd5-154ebe918d02,ORD-22569,USR-9514,LateDelivery,"Waited 2 hours for my order, very frustrating.",10/15/2024 13:39,,high,Open,,,REF-224081
fc4ad5d0-a91b-4cfc-a9df-75a2d0b9009a,ORD-28486,USR-6446,PoorQuality,"sushi tasted cold, awful experience.",10/8/2024 13:39,,low,Escalated,,,REF-271615
526ca4d4-0ef9-4694-83f5-ba5bf8edb7db,ORD-59637,USR-8539,DamagedFood,"Order was crushed, very disappointed.",1/24/2025 13:39,,medium,Open,,,REF-312764
1fcd3950-479f-411a-8968-5230933fb182,ORD-43017,USR-1479,WrongOrder,Received sushi instead of pizza.,3/21/2025 13:39,,low,Resolved,3/23/2025 3:39,MOD-2,REF-206946
c950dc11-3a1a-4118-8cab-080179bab2c3,ORD-36240,USR-4693,LateDelivery,"Delivery took 2 hours, completely unacceptable!",11/1/2024 13:39,,high,Resolved,11/2/2024 17:39,MOD-18,REF-762168
64d46d94-71fe-43aa-8485-fc9e6249f6f0,ORD-64107,USR-3517,MissingItem,"Did not receive sandwich, need a refund.",8/24/2024 13:39,,low,Open,,,REF-533378
bb356b2c-b218-4d48-82a9-00f9f8090652,ORD-17083,USR-8327,DamagedFood,"burger was spoiled, unacceptable quality.",11/14/2024 13:39,,high,Resolved,11/16/2024 2:39,MOD-7,REF-929291
a724e031-4b80-46cd-b12c-484d93d755cf,ORD-98115,USR-8452,LateDelivery,"Waited 90 minutes for my order, very frustrating.",9/20/2024 13:39,,medium,Resolved,9/20/2024 19:39,MOD-12,REF-596311
7fbc6bbe-96c7-46c5-8f2d-325f6519ab34,ORD-90988,USR-7708,MissingItem,"pizza was missing, please resolve.",5/18/2025 13:39,image_4005.jpg,low,Open,,,REF-858825
ed0f1a5f-8e84-41db-8cca-018a5c8df375,ORD-11940,USR-5477,MissingItem,"Order incomplete, sandwich was not delivered.",3/14/2025 13:39,,low,Resolved,3/15/2025 6:39,MOD-7,REF-439754
fa22628e-9634-4d20-914e-de5eda71d583,ORD-13984,USR-9712,DamagedFood,"Food was spoiled, totally inedible.",10/13/2024 13:39,image_9325.jpg,high,Escalated,,,REF-343608
562f3d6f-0ff9-4d22-a759-a7fa54cdc2e9,ORD-16901,USR-1819,LateDelivery,"Delivery took 2 hours, completely unacceptable!",7/26/2024 13:39,image_8401.jpg,high,Open,,,REF-212775
d891cf4d-ae93-44f0-ae9f-89e60987f205,ORD-67548,USR-1962,WrongOrder,"I ordered sushi, but got salad.",3/31/2025 13:39,,low,Escalated,,,REF-778119
42dfb8d9-2411-4a7c-8c33-6fde2ad170df,ORD-57525,USR-7973,DamagedFood,"fries arrived soggy, need replacement.",8/29/2024 13:39,,low,Escalated,,,REF-638055
3495921d-b8f0-49e5-bded-623b321db922,ORD-41976,USR-8702,LateDelivery,"Food was 90 minutes late, not happy with service.",2/5/2025 13:39,,medium,Open,,,REF-464038
bea43eac-431b-4452-a0ee-b35d465a7b25,ORD-25542,USR-1302,LateDelivery,"Waited 90 minutes for my order, very frustrating.",11/2/2024 13:39,,medium,Resolved,11/3/2024 20:39,MOD-9,REF-333975
9309ed89-9ec5-4945-a8fb-05a96dfdee9c,ORD-45926,USR-1263,LateDelivery,"Waited 90 minutes for my order, very frustrating.",5/24/2025 13:39,,medium,Resolved,5/25/2025 20:39,MOD-17,REF-349608
de090751-1dd3-4b51-8141-0ca6d255fa72,ORD-23836,USR-6751,LateDelivery,"Food was 30 minutes late, not happy with service.",6/12/2025 13:39,image_7909.jpg,low,Resolved,6/13/2025 5:39,MOD-3,REF-951576
900baff5-4879-45e0-b13f-061e13e131db,ORD-52033,USR-1365,LateDelivery,"Order was 90 minutes late, food arrived cold.",9/15/2024 13:39,image_3957.jpg,medium,Escalated,,,REF-799622
25edc438-930a-4e1a-aa84-5a8412728144,ORD-74558,USR-6370,LateDelivery,"Waited 30 minutes for my order, very frustrating.",10/24/2024 13:39,,medium,Resolved,10/25/2024 7:39,MOD-11,REF-134576
eee8a22c-f0d9-46cd-b85d-80d8e68e2a89,ORD-50716,USR-2121,DamagedFood,"Food was burnt, totally inedible.",12/28/2024 13:39,image_1554.jpg,high,Escalated,,,REF-498289
4d2c4c38-6471-4a33-a611-7ebf84e1fdd9,ORD-51485,USR-5415,WrongOrder,"Delivered sushi, but I wanted burger.",7/16/2024 13:39,,low,Escalated,,,REF-618436
304ccc14-5605-4183-bff2-a3529e7deebe,ORD-48988,USR-2079,WrongOrder,"Wrong order delivered, got salad not fries.",3/22/2025 13:39,,low,Escalated,,,REF-545906
46938ecb-cdf0-42d9-b56f-5445b54f148b,ORD-43131,USR-8834,DamagedFood,"fries arrived tasteless, need replacement.",10/4/2024 13:39,,low,Open,,,REF-429978
1e39d3c7-1f77-4e07-bf1f-13c2526722be,ORD-25710,USR-3325,DamagedFood,"Food was soggy, totally inedible.",9/12/2024 13:39,image_6444.jpg,high,Resolved,9/12/2024 14:39,MOD-13,REF-570810
c1e77762-f416-459b-81a5-580fa40a27a7,ORD-99205,USR-7833,WrongOrder,"I ordered sushi, but got pizza.",6/16/2025 13:39,,low,Escalated,,,REF-204257
12971216-c150-4d1c-8e30-45c9b4392363,ORD-23674,USR-4105,LateDelivery,"Food was 1 hour late, not happy with service.",5/25/2025 13:39,,medium,Escalated,,,REF-543661
cd343922-f8be-4d82-98c1-e85378d22649,ORD-12096,USR-6021,LateDelivery,"Food was 2 hours late, not happy with service.",10/2/2024 13:39,"image_2220.jpg,image_1038.jpg",high,Escalated,,,REF-526743
52ec4716-e4a3-45b5-b367-2964e5185d38,ORD-60952,USR-9827,LateDelivery,"Order was 90 minutes late, food arrived cold.",7/26/2024 13:39,image_2856.jpg,medium,Resolved,7/27/2024 14:39,MOD-2,REF-683001
d000636d-5c28-4b7d-8faa-7aa33447571a,ORD-16773,USR-8645,PoorQuality,"salad tasted crushed, awful experience.",6/27/2025 13:39,image_4077.jpg,low,Escalated,,,REF-953515
96decdcd-1666-4850-947f-72f1c9bcedea,ORD-56822,USR-5644,DamagedFood,"fries was tasteless, unacceptable quality.",8/29/2024 13:39,"image_2869.jpg,image_1590.jpg",high,Open,,,REF-516431
e9f1b55f-f360-489f-9e92-617576efa8be,ORD-27952,USR-6050,MissingItem,"Order incomplete, fries was not delivered.",1/23/2025 13:39,image_2392.jpg,low,Open,,,REF-172755
e1615db4-317b-4445-a1a8-482dc9b6c340,ORD-58437,USR-9579,MissingItem,"Did not receive salad, need a refund.",4/7/2025 13:39,image_2560.jpg,low,Escalated,,,REF-113828
09ae6b05-8d53-4725-ada7-c1674db916c3,ORD-24209,USR-7239,PoorQuality,"sandwich tasted burnt, awful experience.",10/6/2024 13:39,image_8727.jpg,low,Open,,,REF-246603
df91329c-9f7a-4ce7-b0ab-75cf4d8dd1ae,ORD-52131,USR-1792,MissingItem,"Missing pasta from my order, very disappointing.",11/27/2024 13:39,,low,Resolved,11/28/2024 6:39,MOD-1,REF-140438
4fe9aaa8-1006-40f2-9d4c-f8c22d9897ab,ORD-80890,USR-4506,MissingItem,"Missing sandwich from my order, very disappointing.",4/15/2025 13:39,,low,Escalated,,,REF-734288
7c2837e0-8bc9-4f3b-a3a4-566aa4a4ee68,ORD-34988,USR-4875,PoorQuality,"Food was spoiled, not up to standard.",11/26/2024 13:39,,high,Resolved,11/28/2024 0:39,MOD-14,REF-607296
65f0474a-9481-415c-b52e-5b9339dd90ee,ORD-54963,USR-8518,MissingItem,"Did not receive sandwich, need a refund.",4/23/2025 13:39,,low,Open,,,REF-398417
f7ef9fd4-8176-4ff3-a804-8f92e85c22ac,ORD-61502,USR-5671,MissingItem,"Order incomplete, sushi was not delivered.",1/3/2025 13:39,,low,Open,,,REF-131653
b6b24103-f54e-4c6b-a1a3-01b77b6e0d43,ORD-52189,USR-2995,MissingItem,"sandwich was missing, please resolve.",1/26/2025 13:39,,low,Resolved,1/27/2025 7:39,MOD-5,REF-517790
588038e7-769b-4888-aad1-928299467709,ORD-27958,USR-7423,DamagedFood,"Order was tasteless, very disappointed.",8/11/2024 13:39,image_9410.jpg,medium,Resolved,8/12/2024 14:39,MOD-6,REF-984702
7cb21c1d-b8e8-45b5-abe7-aa75cbb38b26,ORD-18457,USR-4399,WrongOrder,"Delivered pizza, but I wanted sandwich.",1/19/2025 13:39,,low,Open,,,REF-520355
b6a9977e-eef5-4721-979f-466baad1c946,ORD-42554,USR-9314,DamagedFood,"Food was spoiled, totally inedible.",12/1/2024 13:39,image_9532.jpg,high,Resolved,12/3/2024 8:39,MOD-16,REF-929658
4f62dd2b-d86e-46ef-9f19-93a4a36f4af8,ORD-62339,USR-5857,LateDelivery,"Order was 90 minutes late, food arrived cold.",8/7/2024 13:39,,medium,Open,,,REF-478858
702d0442-0ddf-4501-82e0-42be295bb289,ORD-33763,USR-6482,PoorQuality,"pasta tasted cold, awful experience.",5/8/2025 13:39,"image_8499.jpg,image_1004.jpg",low,Resolved,5/9/2025 6:39,MOD-13,REF-893274
bba1ab46-6aad-4b13-9042-448afe0bdf31,ORD-10223,USR-6136,DamagedFood,"burger arrived tasteless, need replacement.",7/8/2024 13:39,,low,Resolved,7/10/2024 7:39,MOD-10,REF-808244
63b3ccee-4847-4f9a-ac9d-a7fa649ac215,ORD-47879,USR-9592,LateDelivery,"Food was 1 hour late, not happy with service.",4/28/2025 13:39,,medium,Escalated,,,REF-799318
f6b07327-a57e-43f2-81b6-aecb5489ce2b,ORD-70485,USR-2038,LateDelivery,"Food was 2 hours late, not happy with service.",4/7/2025 13:39,,high,Escalated,,,REF-811179
4b108324-88e5-4039-bba1-c507faa4b4a4,ORD-18455,USR-1415,WrongOrder,"I ordered fries, but got pizza.",5/29/2025 13:39,,low,Resolved,5/29/2025 15:39,MOD-11,REF-188821
f570c1bb-68ad-4608-88f3-06baa277b9f2,ORD-18650,USR-5681,LateDelivery,"Waited 1 hour for my order, very frustrating.",9/27/2024 13:39,,medium,Open,,,REF-741734
57476c0d-91d2-4723-a98f-644f2720a2ce,ORD-63582,USR-7127,DamagedFood,"Order was spoiled, very disappointed.",11/10/2024 13:39,"image_5489.jpg,image_8801.jpg",high,Escalated,,,REF-596976
b2ecd9ad-7656-4f34-be06-39d16908fafa,ORD-38664,USR-4687,LateDelivery,"Delivery took 1 hour, completely unacceptable!",3/21/2025 13:39,image_6647.jpg,high,Escalated,,,REF-636385
e9c98082-3d2f-4818-9318-642bbe3f8b3f,ORD-60441,USR-1353,WrongOrder,"I ordered sushi, but got pizza.",1/24/2025 13:39,,low,Resolved,1/25/2025 11:39,MOD-7,REF-624032
228ed8a4-f97d-4c62-9cf2-da69c25ad95a,ORD-98999,USR-8604,DamagedFood,"Food was crushed, totally inedible.",10/22/2024 13:39,image_7232.jpg,high,Open,,,REF-709619
c64bff8e-7ae2-441f-9ed9-872b1112eb50,ORD-51842,USR-9624,MissingItem,"Missing sandwich from my order, very disappointing.",5/23/2025 13:39,,low,Open,,,REF-202313
50424277-9e02-4691-a461-063fba997197,ORD-37262,USR-3847,WrongOrder,"I ordered burger, but got sushi.",6/9/2025 13:39,image_4770.jpg,low,Open,,,REF-639556
bc34be7f-f8eb-48b1-bdae-bccf6d8d1b7e,ORD-58343,USR-6999,MissingItem,"Did not receive sandwich, need a refund.",2/6/2025 13:39,,low,Escalated,,,REF-128690
de0f16fd-8888-41a5-8029-2a3e947e4a99,ORD-80108,USR-1993,LateDelivery,"Waited 2 hours for my order, very frustrating.",6/27/2024 13:39,,high,Open,,,REF-592490
2316232f-abdb-4d9e-a944-80eb7f0d739a,ORD-55205,USR-8840,WrongOrder,Received sushi instead of burger.,9/9/2024 13:39,,low,Open,,,REF-957775
4d5da29b-a7b7-4dbc-9bc4-f3b54687a833,ORD-95560,USR-2288,DamagedFood,"Order was tasteless, very disappointed.",9/12/2024 13:39,"image_1103.jpg,image_6958.jpg",medium,Open,,,REF-700563
067f8bdc-8d46-47bf-b414-6b845eb70af7,ORD-43072,USR-4744,MissingItem,"pizza was missing, please resolve.",5/14/2025 13:39,,low,Escalated,,,REF-170183
eb11eda4-88fc-4505-84ff-ef4d848cca45,ORD-66804,USR-3102,MissingItem,"pizza was missing, please resolve.",5/25/2025 13:39,image_6228.jpg,low,Escalated,,,REF-929645
35178698-2c87-44c1-9cb1-55c669e7417b,ORD-24185,USR-4551,DamagedFood,"Food was cold, totally inedible.",7/16/2024 13:39,,high,Escalated,,,REF-973166
318005b8-d085-486d-8257-adecc23bd0c0,ORD-52574,USR-5125,PoorQuality,"Food was burnt, not up to standard.",7/1/2024 13:39,,low,Open,,,REF-544535
5f270ea3-ccb6-4c4d-bd79-d22234d54b91,ORD-53002,USR-4434,LateDelivery,"Waited 1 hour for my order, very frustrating.",9/8/2024 13:39,,medium,Resolved,9/9/2024 6:39,MOD-12,REF-296828
6a44bc9f-cae1-4fe6-977f-8cefa9c57d46,ORD-20228,USR-9891,LateDelivery,"Order was 90 minutes late, food arrived cold.",4/6/2025 13:39,image_5086.jpg,medium,Open,,,REF-387634
49ad2c44-9afe-4692-8f97-7f0193f391d8,ORD-15341,USR-2481,LateDelivery,"Delivery took 30 minutes, completely unacceptable!",10/21/2024 13:39,,high,Open,,,REF-994425
415312c4-d05a-47bf-920b-de4efcc20809,ORD-12357,USR-7268,MissingItem,"Missing burger from my order, very disappointing.",6/6/2025 13:39,image_3781.jpg,low,Escalated,,,REF-928716
48c8ab79-88f8-4f2d-98ad-dbb343a83902,ORD-58070,USR-6606,PoorQuality,"Very poor quality pasta, not edible.",8/18/2024 13:39,,low,Escalated,,,REF-240540
8a93b54c-4a62-4d8f-999b-6dafb3281f2f,ORD-18783,USR-6639,PoorQuality,"pasta tasted spoiled, awful experience.",6/21/2025 13:39,,high,Resolved,6/22/2025 18:39,MOD-8,REF-659053
b51ad0a1-b801-4f8a-9a1f-f40aed52dc52,ORD-80835,USR-1217,WrongOrder,"Wrong order delivered, got burger not salad.",6/16/2025 13:39,"image_2873.jpg,image_2215.jpg",low,Open,,,REF-254175
8bfb80f2-27b5-4aca-acce-1b824f2ded5d,ORD-13412,USR-3315,LateDelivery,"Food was 2 hours late, not happy with service.",12/22/2024 13:39,,high,Open,,,REF-728320
94c5b295-be6d-45e1-a94b-6ee6a7894f20,ORD-85908,USR-7626,PoorQuality,"Very poor quality sandwich, not edible.",5/11/2025 13:39,,low,Open,,,REF-733877
a6c0ab35-7481-4a30-bd25-d2786ffaf980,ORD-38645,USR-3224,LateDelivery,"Food was 90 minutes late, not happy with service.",1/28/2025 13:39,,medium,Escalated,,,REF-664124
